Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood
11.02,231.33,191,0.035,0.027,"[6.631, -7.314, 3.575, 1.249, -4.292, -5.356, -9.074, -6.56, -9.586, 1.205, -6.372, 6.98, 8.614]",Excited
12.47,128.85,60,0.052,0.051,"[-0.816, 3.371, 9.867, -9.383, 5.326, -5.617, 1.339, -0.81, 8.135, 4.568, 0.939, 9.195, -9.704]",Sad
7.64,255.91,157,0.024,0.019,"[-6.734, 4.158, -5.804, -2.829, -9.284, -8.782, 0.536, -1.562, 5.565, 3.771, -8.368, -8.536, 5.619]",Surprised
14.71,130.72,79,0.059,0.028,"[4.56, -2.488, -7.208, 9.555, -0.901, -6.169, 7.028, -1.903, -7.786, -5.409, -5.027, 0.577, -9.59]",Bored
13.24,142.31,120,0.035,0.06,"[-3.583, -8.525, -1.682, 1.477, 1.891, 0.733, -5.166, -6.346, -1.802, -0.488, 5.634, 1.475, -0.28]",Calm
11.6,232.09,187,0.019,0.073,"[-9.709, 7.311, -4.29, -9.652, 8.489, 4.437, -7.696, -6.405, 8.211, 6.429, -8.36, -8.182, 8.539]",Excited
10.91,213.06,122,0.075,0.083,"[5.147, -9.143, -6.169, -9.227, 3.988, 7.809, 6.061, -2.248, 9.541, 3.804, -8.995, 6.227, -0.1]",Fearful
14.6,115.06,78,0.04,0.033,"[-4.345, 2.674, -7.149, 4.934, -6.98, -7.854, 1.549, -2.211, -3.541, -1.377, 4.914, 6.607, 7.098]",Sad
11.76,142.53,94,0.03,0.011,"[9.673, 7.544, 8.043, 8.136, 0.312, 8.148, 2.26, -7.119, -5.931, -3.823, -4.792, 7.054, 2.818]",Neutral
12.36,216.52,79,0.024,0.074,"[-0.529, -1.325, 9.942, -5.436, -4.28, -5.444, -6.762, -2.398, 1.55, 0.334, 4.788, -2.758, -1.826]",Confused
10.57,284.77,147,0.094,0.023,"[-4.529, 0.823, 8.762, -3.195, 6.296, 3.865, -3.412, -7.989, 7.905, -4.392, 2.937, -0.975, 5.743]",Angry
13.84,142.43,114,0.041,0.085,"[7.571, -9.239, -6.531, 5.383, -7.911, -5.427, 3.511, -1.98, -9.79, 9.713, 2.962, -0.479, -9.11]",Neutral
7.01,299.75,158,0.091,0.039,"[-8.282, -6.033, 9.965, -8.863, -2.485, 1.625, 5.812, -3.264, -0.774, 7.466, -9.484, -5.287, 3.775]",Surprised
9.98,228.75,141,0.099,0.018,"[7.317, -3.299, -0.563, 5.328, -2.972, -1.012, -6.126, 5.725, 6.511, 9.842, 6.477, -3.955, -9.829]",Fearful
14.96,193.56,79,0.019,0.033,"[-7.064, -7.001, -3.369, -9.163, 5.578, -7.897, -3.058, -3.102, -7.864, 2.276, 0.153, -2.54, 2.291]",Confused
5.81,325.32,141,0.051,0.012,"[-2.479, 5.546, -5.544, -0.803, -9.978, -0.004, 0.407, 3.751, 5.637, 7.278, -7.976, -7.892, -3.264]",Angry
12.68,171.74,98,0.012,0.073,"[9.461, 6.742, -6.599, -5.327, 0.239, -1.021, 4.495, -5.677, 2.441, -9.499, 3.156, -8.234, -8.929]",Calm
19.51,128.99,65,0.036,0.091,"[-8.974, -5.442, 8.548, 4.306, -3.798, 9.58, 4.345, 3.822, 1.543, 6.673, -3.738, -8.664, -9.138]",Sad
9.28,206.73,208,0.067,0.043,"[-4.67, 5.777, 9.061, 3.663, 8.121, 0.371, 5.731, -2.323, 5.414, -9.773, 8.027, -1.371, -6.865]",Excited
9.46,205.6,138,0.031,0.029,"[-6.871, -7.323, -0.38, -2.704, -5.502, -2.108, 6.164, 0.144, 4.52, 4.262, 5.241, 0.326, 8.849]",Happy
17.61,141.06,124,0.066,0.099,"[2.695, 6.741, -2.661, -5.716, -0.104, 6.132, 8.246, 1.87, -3.819, 1.463, -8.973, -3.721, -1.188]",Calm
11.26,155.36,112,0.077,0.016,"[-0.239, -2.26, 6.422, 8.985, 0.984, -4.859, -3.384, 4.97, -1.095, 6.305, 1.42, -1.752, -5.902]",Calm
9.48,306.42,193,0.025,0.091,"[5.231, -8.408, 2.681, -4.639, 9.128, 1.39, 7.037, -1.791, 0.953, 9.101, -7.937, 9.095, 2.213]",Angry
9.71,230,209,0.018,0.076,"[0.484, 4.376, 3.071, 9.035, 5.79, -0.796, -4.177, -1.395, 7.99, -5.244, 4.009, 3.553, -5.474]",Excited
9.71,304.18,164,0.085,0.057,"[1.771, 4.076, -0.96, -0.114, -0.844, 6.57, 2.42, -8.729, 0.922, 2.366, 6.284, 6.168, -8.769]",Angry
11.87,148.27,114,0.021,0.097,"[-8.381, -4.846, -0.297, -2.798, 5.374, 5.556, 3.256, 5.461, 8.8, 0.957, 1.727, 1.929, -4.798]",Calm
18.81,129.92,69,0.085,0.051,"[1.357, -7.177, -7.034, 4.548, 8.816, 9.252, 7.33, 4.254, -4.035, 7.495, -3.701, 7.516, -4.624]",Sad
5.51,241.99,143,0.07,0.046,"[1.87, -2.848, 9.193, -6.264, 6.711, -8.95, -4.834, -6.435, 2.907, -8.056, 5.994, 8.205, 8.387]",Surprised
9.84,255.74,180,0.051,0.025,"[1.542, -8.834, 6.299, -4.409, 1.291, -5.037, -7.134, 8.785, 0.862, 1.173, -3.87, -7.764, 6.078]",Angry
8.82,243.44,171,0.027,0.02,"[-5.679, -1.255, 0.556, -1.247, 5.619, -9.323, 7.219, 2.415, 1.476, -5.879, -0.791, -1.922, 1.38]",Excited
7.9,346.53,154,0.059,0.079,"[-0.776, 5.553, -3.901, -4.176, -0.124, 0.022, -5.621, -0.461, 4.494, 0.518, -3.428, 0.774, 2.749]",Angry
16.19,132.79,64,0.059,0.053,"[-5.742, -4.558, -6.438, 9.455, -3.204, 8.631, 3.406, 1.755, 9.538, -4.033, -6.903, 9.456, -4.826]",Bored
12.44,218.64,116,0.071,0.032,"[-9.411, 0.982, -1.595, 6.988, -1.105, -3.2, 6.351, 0.232, 2.231, -3.826, 0.247, -7.716, 6.688]",Confused
11.21,154.54,109,0.018,0.063,"[-8.739, -3.357, -2.61, -4.228, -3.508, -0.269, 5.822, 8.394, -6.73, 8.832, -4.409, -2.093, -9.093]",Confused
6.86,297.87,155,0.035,0.028,"[-5.904, 1.908, -7.215, -3.765, 9.283, 7.01, 0.352, 2.375, 4.091, -8.252, 6.475, -1.364, -2.028]",Surprised
10.9,203.17,167,0.016,0.081,"[1.183, 4.022, 7.892, -3.263, -1.705, 2.636, 0.498, -3.946, 9.795, 7.715, 1.27, -1.829, -4.066]",Excited
4.51,252.54,147,0.093,0.064,"[1.355, -4.775, 5.036, -1.479, -8.517, -0.696, -0.447, -6.254, 7.999, -1.231, -9.118, -1.716, -5.805]",Surprised
16.53,148.33,85,0.073,0.038,"[-7.238, 5.114, 1.131, -9.851, -4.482, -7.717, 5.803, 8.891, 5.742, -9.413, 2.401, -9.471, -0.342]",Sad
13.51,171.16,114,0.076,0.068,"[-7.38, 0.784, 0.184, -3.799, -9.035, 8.726, -3.67, 7.343, -7.416, 6.772, -3.434, -5.85, 8.36]",Calm
10.12,141.54,128,0.085,0.085,"[4.941, -4.086, 9.19, -9.397, 3.856, 5.017, 0.76, 3.257, -5.475, 6.161, 2.783, 5.129, 8.447]",Calm
13.29,131.7,77,0.029,0.096,"[-5.105, -0.088, -3.049, -7.855, -9.54, -2.884, 6.459, -1.391, 4.425, -6.253, -4.109, 6.022, -9.734]",Bored
17.75,162.84,112,0.017,0.076,"[-6.83, 3.094, 4.159, 6.526, 8.245, -1.837, 7.83, 3.657, 4.579, 2.738, 5.348, -4.092, -2.647]",Calm
7.12,227.94,154,0.066,0.086,"[4.166, -2.763, 7.797, 5.398, 5.583, -3.762, -7.938, -5.642, -3.224, -0.651, 5.935, 8.213, -9.789]",Excited
16.67,144.23,59,0.091,0.072,"[7.292, -5.047, -3.095, -4.492, -7.847, -7.699, 7.668, 3.156, 4.04, 5.849, 7.305, -5.102, -6.031]",Bored
4.89,230.8,136,0.021,0.046,"[-9.919, -4.246, 3.34, 5.61, 1.288, 1.692, 7.964, 5.363, -0.693, 3.524, 0.759, 5.827, -7.423]",Surprised
8.17,171,124,0.022,0.056,"[-1.807, -4.289, -9.216, 7.401, 9.953, -6.838, 6.772, 6.94, -2.888, 9.14, 7.416, -3.703, 4.967]",Neutral
5.66,246.49,141,0.045,0.025,"[-1.977, -2.024, -2.828, 6.919, 2.272, 7.303, 5.825, 2.498, -8.459, -7.328, -4.096, 2.115, 2.476]",Happy
8.66,143.12,119,0.086,0.028,"[8.35, 2.272, 8.126, 9.838, 8.666, -0.708, -6.736, 0.568, -5.424, -0.988, -7.771, 9.195, -4.984]",Neutral
8.25,156.47,127,0.05,0.063,"[5.923, -3.993, 1.655, 0.813, -9.433, 3.401, -4.463, -7.302, 0.795, -5.751, 6.959, -2.134, 8.168]",Neutral
9.57,316.73,194,0.027,0.053,"[0.178, -6.201, -2.502, 9.841, 3.836, -9.588, -9.328, 7.963, -9.94, -2.094, 3.833, -8.54, -9.572]",Angry
7.79,206.2,136,0.072,0.09,"[-9.845, 1.764, 9.738, 5.896, 3.445, -5.126, 2.87, -5.687, 6.656, 0.742, -1.341, -1.38, 2.546]",Happy
16.22,131.05,77,0.09,0.046,"[8.664, 2.231, -5.81, -0.977, 7.087, -8.774, 9.933, 6.421, -2.806, 2.38, 6.401, -7.05, -1.538]",Sad
9.29,232.16,150,0.084,0.063,"[-3.82, 6.037, 4.251, -3.341, -2.014, 5.51, 6.945, -3.546, -9.979, 9.232, 7.378, -1.026, -7.436]",Excited
7.84,218.53,157,0.067,0.066,"[7.449, 9.439, -3.83, 6.61, 8.732, -3.39, -1.086, -2.588, 0.034, 8.194, -8.323, 6.097, 4.795]",Fearful
7.12,297.19,139,0.078,0.097,"[7.067, 1.495, 6.757, -1.911, 5.867, -1.045, -2.731, 7.22, 0.794, 3.413, -5.151, -6.783, 4.038]",Surprised
12.43,213.43,73,0.063,0.06,"[-0.643, 5.121, 0.275, 8.678, -8.4, 7.138, -4.007, -5.62, 4.255, 3.324, 9.325, 3.086, -5.416]",Confused
11.71,189.64,111,0.03,0.038,"[1.909, 8.899, -3.387, 5.752, 4.413, -5.593, 8.297, -8.329, -0.783, -1.116, -9.08, 5.27, 1.009]",Fearful
13.52,177.92,129,0.1,0.036,"[7.417, 4.093, 1.278, 1.988, 7.994, 0.056, -3.903, -7.646, -7.596, 9.558, -0.268, 7.939, -7.146]",Calm
11.23,216.13,158,0.046,0.069,"[-2.631, 6.932, -8.571, -9.211, 0.703, -4.544, 4.934, -9.346, -0.564, -7.325, 2.791, -1.19, 2.792]",Excited
6.42,329.33,185,0.099,0.046,"[-2.865, -4.603, 2.829, 6.539, 3.285, -8.057, -7.966, -2.472, 3.591, -1.305, 3.873, -6.17, -4.769]",Angry
13.63,192.59,95,0.027,0.061,"[6.438, -5.943, 6.278, -4.025, -3.71, 2.482, 9.031, 5.75, -2.091, -9.554, -3.433, -7.081, -6.211]",Confused
13.14,132.96,74,0.084,0.094,"[-6.783, -1.893, -5.87, -7.261, -9.2, 6.071, 2.515, 1.299, -9.913, 7.315, 2.692, 2.465, -8.209]",Bored
6.61,217.99,178,0.015,0.086,"[1.367, -6.463, -6.776, -1.161, -3.437, 1.792, -6.738, 3.434, -4.011, -9.137, -1.643, 0.819, -1.755]",Happy
14.15,157.53,71,0.089,0.07,"[8.224, -2.821, -3.996, 0.091, -2.234, 9.324, 0.177, -7.017, 2.727, 5.441, 4.402, 6.538, 0.809]",Confused
6,229.95,159,0.032,0.096,"[-8.858, -0.714, -0.265, -8.517, -8.601, 9.048, 1.384, -0.525, -9.732, 4.389, -7.561, 3.799, -6.65]",Excited
6.71,206.81,137,0.041,0.078,"[3.415, -4.413, -5.286, 1.728, -3.988, -5.068, 1.674, -5.665, -1.0, 6.283, -2.823, 0.667, 7.195]",Happy
14.2,268.69,118,0.053,0.067,"[4.61, 1.155, 5.552, -6.654, -4.797, -5.654, -8.358, 6.511, -0.1, -7.429, -2.695, 6.53, -4.187]",Fearful
7.48,202.25,125,0.088,0.047,"[-5.836, 2.267, 3.641, -5.478, 4.415, 0.936, 9.821, 9.007, 3.431, -0.847, 4.887, -3.295, 0.127]",Happy
10.87,167.36,117,0.061,0.099,"[-5.115, -3.292, -5.814, 8.738, 3.541, 4.312, -3.536, -7.098, -3.973, 1.463, -6.981, -6.24, -3.46]",Neutral
6.35,243.77,183,0.033,0.026,"[6.957, 5.915, -3.287, 8.175, -9.401, 2.526, 6.336, -6.995, -2.81, -1.024, 7.911, -4.42, 3.337]",Excited
11.92,261.77,136,0.073,0.015,"[-5.271, -6.612, -8.068, 0.82, 8.8, 5.077, 6.188, 6.354, 9.675, 5.278, -1.706, 3.392, 7.245]",Fearful
10.06,140.32,58,0.049,0.035,"[-2.729, -2.267, -8.994, 5.167, -6.726, 4.575, -5.6, -8.931, -7.39, 2.491, -1.708, 7.499, 3.135]",Sad
10.64,224.71,130,0.09,0.064,"[-6.278, 0.6, -3.702, 4.49, 1.726, -0.367, -3.666, -7.503, 6.041, -1.451, 4.093, 4.15, 4.634]",Fearful
14.67,175.71,104,0.064,0.071,"[7.217, -6.5, -6.974, 8.266, 8.558, 1.19, 8.882, 5.078, -7.932, -4.314, 3.212, 2.661, -2.416]",Confused
7.09,279.37,165,0.013,0.037,"[-2.706, 8.321, -8.634, 2.105, -3.793, -2.023, 3.949, -8.318, 9.055, 7.956, -0.792, 8.903, -1.796]",Surprised
10.71,265.76,172,0.076,0.039,"[8.548, -2.993, -1.893, 3.418, -0.931, -0.478, 8.252, 4.865, -3.797, 8.578, 2.065, -9.785, 7.006]",Angry
7.21,238.93,186,0.053,0.077,"[-4.797, 0.625, 0.999, -6.494, 2.844, -5.58, 4.289, -5.135, 9.116, 6.079, -2.72, -2.507, -8.432]",Excited
11.71,128.36,64,0.096,0.097,"[-5.479, -6.83, 0.883, 3.336, -1.436, 5.937, -7.506, -6.804, -5.416, -7.527, -9.488, -1.161, -0.045]",Bored
10.17,249.68,220,0.036,0.02,"[-7.323, 8.284, -8.223, 3.079, -5.481, -6.556, 1.547, 1.736, 3.794, 6.257, -1.145, -7.989, -7.539]",Excited
12.39,128.4,71,0.027,0.019,"[4.531, 7.489, 7.352, 7.845, 0.024, 6.86, 2.937, -9.767, -7.219, 4.402, 6.588, 7.517, -4.782]",Bored
13.78,149.99,51,0.084,0.093,"[-1.466, -7.584, -3.398, -8.583, 4.841, 6.553, -1.727, -8.017, 3.329, -2.877, 1.689, 0.461, -3.091]",Bored
17.68,149.64,54,0.062,0.022,"[3.482, 6.937, -8.092, 0.282, 1.258, 6.499, 1.751, -9.44, -8.495, -8.506, 2.978, 4.956, 8.479]",Bored
7.88,206.15,140,0.099,0.08,"[-2.934, -6.609, 5.009, 0.634, -2.061, 4.869, -0.16, 2.109, 9.173, 8.71, 3.724, 9.351, 5.904]",Happy
3.97,254.38,156,0.092,0.068,"[-0.485, 4.227, -2.394, 6.066, -5.824, -8.714, 7.812, -7.22, -5.037, 3.483, -7.177, 8.166, -2.951]",Surprised
15.52,106.6,55,0.06,0.069,"[3.901, 4.03, 2.293, -7.477, 1.213, -9.614, -7.718, -8.434, 1.795, 1.535, 5.933, 0.064, 1.763]",Sad
6.55,266.62,156,0.092,0.05,"[7.379, 2.338, -2.739, -0.968, -4.984, 5.939, -3.79, -9.893, 9.521, 8.733, 4.376, -1.22, 4.488]",Surprised
8.16,198.45,154,0.047,0.09,"[-4.087, -4.909, 5.498, -8.773, -6.69, 7.892, 9.029, -9.972, -8.328, -5.979, 1.467, 4.948, -6.719]",Fearful
9.14,151.88,124,0.09,0.028,"[-4.565, 5.046, -0.191, -9.237, -0.299, -9.964, -5.977, 7.613, 1.587, -4.571, -8.71, -0.617, -8.635]",Neutral
10.21,190.94,91,0.081,0.06,"[9.236, 4.361, 6.659, -3.489, 9.025, 4.169, -4.749, -3.389, -9.741, 0.492, 5.584, -8.25, 1.239]",Confused
7.85,262.63,149,0.03,0.044,"[7.72, -6.279, 9.912, -2.226, 0.922, 8.104, -4.495, 5.013, -5.7, -4.982, 6.235, 3.382, -1.098]",Fearful
11.61,265.4,215,0.036,0.096,"[-9.475, 1.265, 0.801, -1.166, -9.896, -4.735, 4.118, -1.852, 8.381, 4.596, 0.706, 8.857, -6.839]",Excited
5.21,239.29,164,0.041,0.027,"[-4.442, 5.681, 1.76, 0.668, 0.457, -0.466, 1.861, 3.589, 0.272, 4.312, -3.364, -6.337, 3.031]",Happy
10.23,210.23,211,0.02,0.01,"[-7.34, 5.337, 8.483, -0.748, -0.884, -2.159, -9.835, 0.89, 0.397, -1.813, -7.104, 0.944, 7.798]",Excited
5.51,317.09,159,0.051,0.023,"[-3.226, -1.626, -4.607, 1.499, 5.753, -0.9, -0.956, -4.247, 3.954, 9.959, -7.88, 8.985, -5.392]",Angry
9.37,247.43,205,0.066,0.069,"[2.507, 0.92, -0.603, 5.56, -1.074, -9.263, -5.126, -4.681, -0.848, 9.387, 6.678, 0.216, -0.834]",Excited
13.78,145.34,70,0.039,0.037,"[-9.867, 0.811, 9.607, -5.487, 1.352, -4.642, -2.825, -4.258, 1.714, -4.0, 0.307, 1.475, 3.661]",Sad
8.38,254.78,168,0.093,0.027,"[2.063, 0.238, -3.926, -8.568, 5.771, 6.725, 8.769, -9.158, -4.666, -4.323, -3.19, 8.166, 3.143]",Excited
9.15,195.9,121,0.055,0.099,"[2.792, -2.427, -7.651, -0.655, -1.369, -9.021, 0.192, 7.913, -0.866, -8.748, 7.082, -7.451, 5.164]",Happy
8.69,173.31,121,0.021,0.034,"[-7.057, -4.491, 4.223, -8.521, 1.762, 1.744, -5.045, -1.838, 8.865, 6.303, -9.845, 8.457, 2.475]",Neutral
8.37,281,177,0.077,0.074,"[-9.242, -4.762, 6.583, -8.667, 1.482, 4.88, 3.618, 8.912, 3.793, -6.301, 3.29, -1.945, 9.049]",Angry
10.33,159.19,95,0.073,0.065,"[-0.799, 6.38, 6.976, 3.23, -1.136, -1.123, -2.707, -3.024, 4.761, 3.907, -6.429, 1.658, 0.93]",Neutral
11.2,287.54,193,0.098,0.037,"[-0.798, 2.9, -0.985, -6.452, -6.17, 7.214, 4.239, 3.056, 4.186, 8.856, -6.093, -5.491, -6.121]",Angry
9.91,286.03,160,0.088,0.023,"[1.592, -1.813, 1.375, 3.183, -7.013, -1.218, -7.383, 2.582, 3.804, -4.378, 5.51, 4.861, -0.059]",Angry
7.69,268.78,167,0.031,0.08,"[-9.643, -2.53, -8.091, -9.711, -0.966, 0.818, 1.402, -5.173, -6.205, -7.73, 2.512, -3.366, 6.227]",Surprised
9.49,196.36,124,0.071,0.025,"[8.347, -1.24, -1.829, 6.034, -1.721, -6.72, -5.846, -6.465, 5.856, -8.316, 2.198, -0.687, -0.737]",Happy
11.18,100.45,70,0.098,0.03,"[-7.079, 7.843, -3.147, 9.029, 2.574, -8.105, 8.317, -2.082, 0.67, 9.604, -5.766, 3.627, -0.944]",Sad
10.36,171.56,109,0.016,0.054,"[7.468, -7.468, -0.535, -0.385, -7.602, 3.264, -7.963, 8.368, -0.714, 7.756, -4.367, -4.698, -2.912]",Confused
13.84,148.94,59,0.055,0.042,"[-3.435, -4.721, -7.518, 8.553, 9.655, -1.344, 0.925, 0.938, -1.16, 1.51, 9.556, 5.247, -9.065]",Bored
17.92,153.84,102,0.093,0.082,"[-5.45, -0.499, -8.553, -6.294, 0.439, -3.895, -0.225, -9.406, 1.741, -0.635, -2.496, -8.014, 9.964]",Calm
5.05,288.3,165,0.026,0.042,"[-5.987, 6.39, 8.338, -5.24, -2.264, 2.508, 9.171, -1.953, 3.985, -4.868, -2.298, 0.567, -1.342]",Surprised
12.59,177.78,97,0.074,0.052,"[-2.59, 9.251, -9.943, 3.693, -2.211, -7.051, 8.045, -7.373, -1.598, 2.016, -3.253, 7.887, 9.709]",Neutral
9.02,185.21,164,0.075,0.019,"[-9.686, -3.377, -2.211, 8.117, 7.957, 0.37, -7.335, 8.945, -9.512, -7.288, 6.258, -5.31, 2.51]",Happy
15.52,170.24,123,0.07,0.089,"[-1.187, -3.608, 8.056, 3.999, -4.481, 1.897, -2.617, -0.285, 4.148, -5.181, -4.942, -2.943, 7.385]",Calm
12.68,177.8,122,0.031,0.042,"[0.707, 1.788, 5.85, 4.772, 7.41, -0.37, 4.482, 1.833, -8.131, -3.466, 1.873, -5.634, -9.978]",Neutral
17.51,163.39,51,0.084,0.039,"[-2.195, -0.958, 0.926, -1.691, -2.635, 2.137, 8.656, -7.487, -1.392, 8.957, 2.322, -2.942, -5.021]",Bored
15.23,106.95,86,0.091,0.013,"[-1.494, 7.587, -9.243, 0.348, -6.379, -3.276, -0.686, 2.371, 0.448, 8.604, 2.197, -7.652, 4.291]",Sad
8.24,177.65,125,0.061,0.09,"[6.444, 6.566, 2.219, -6.748, -6.906, 5.366, -5.89, -8.928, -6.154, 7.535, -3.972, 9.271, -3.64]",Neutral
14.58,196.65,95,0.035,0.085,"[-1.875, 6.881, 0.009, -5.157, -5.385, -9.75, 9.762, -8.861, -5.357, -6.882, 5.944, -2.483, 7.01]",Confused
14.26,146.45,58,0.051,0.042,"[1.876, 3.9, -4.322, -5.877, 8.585, -9.898, -9.384, 5.778, 6.203, -8.672, 6.079, 6.698, 9.558]",Bored
6.47,304.88,145,0.037,0.021,"[4.39, -3.902, 0.254, -5.187, -8.999, 0.423, 7.786, 6.89, -7.238, 1.05, 5.773, -4.636, -3.408]",Angry
11.05,146.41,50,0.092,0.071,"[-0.384, -0.252, 4.757, -8.406, 2.12, 2.532, 6.856, -7.566, -3.834, -8.106, 7.61, -9.144, 7.187]",Bored
13.8,152.58,114,0.021,0.054,"[-2.477, -0.313, -1.961, -0.63, -9.352, 1.976, -1.953, -1.968, 4.554, 8.801, -6.939, 9.446, -5.538]",Calm
14.39,151.75,130,0.078,0.088,"[-4.575, 1.765, 8.135, 5.827, -9.526, 2.141, -4.895, -0.758, -8.553, -6.108, -1.819, -7.261, -4.202]",Calm
10.97,151.13,116,0.053,0.075,"[6.305, 3.313, -9.72, 8.703, -0.081, -3.094, 3.353, -2.923, 3.266, -9.021, -0.551, 6.559, -2.06]",Calm
8.16,208.83,93,0.022,0.096,"[4.98, 7.33, -7.235, 4.561, -8.755, -2.594, 0.245, -8.151, -6.455, 7.842, 0.998, -1.653, 2.544]",Confused
5.2,249.55,120,0.081,0.014,"[5.977, 6.403, 6.42, -5.626, 9.212, -1.801, -3.682, -9.924, 1.016, -8.964, 9.19, 7.537, 9.327]",Happy
8.44,219.34,145,0.076,0.018,"[-3.466, 3.865, 8.129, 2.905, 7.092, 0.573, -8.533, 7.883, -1.774, 7.255, -7.844, -6.531, -3.235]",Happy
10.41,175.06,111,0.05,0.045,"[-7.287, 1.97, -3.015, -8.601, 6.328, 7.883, 7.075, 2.231, 1.837, 5.728, -9.251, -6.167, 9.894]",Neutral
6.31,240.35,121,0.093,0.037,"[-0.803, -2.56, -9.318, 6.756, 6.073, 4.745, -6.957, -0.473, -3.088, 3.012, 6.562, -4.906, -8.777]",Happy
9.55,254.19,150,0.089,0.045,"[7.395, -3.034, -6.361, -9.942, 3.836, 2.777, 2.309, 9.584, 2.746, -6.953, -9.965, 2.439, 7.136]",Excited
17.29,150.83,106,0.026,0.057,"[5.727, 9.479, -1.062, -7.138, -0.098, -0.011, -7.672, -9.335, 0.053, 5.665, 9.459, -6.769, 9.638]",Calm
6.59,231.73,162,0.093,0.061,"[-6.274, -9.564, 9.386, 7.238, 7.351, 0.964, 8.585, 0.35, 6.45, 7.345, -9.144, -1.708, 1.571]",Surprised
12.7,165.62,58,0.011,0.033,"[-0.537, 6.198, -3.485, -3.55, 1.152, 4.9, 8.043, 9.53, 6.694, 6.018, 1.708, 1.091, 1.648]",Bored
14.23,237.21,145,0.029,0.033,"[-1.525, -7.981, 3.097, -5.545, -0.874, -8.361, 1.874, -8.34, 5.747, 8.521, -3.137, -8.362, -5.899]",Fearful
14.13,139.87,63,0.011,0.019,"[-0.219, 4.381, -6.543, -3.102, -7.746, 4.92, -3.367, -1.827, -6.418, -7.263, 2.872, -0.189, -7.674]",Bored
5.03,282.33,157,0.049,0.075,"[-9.201, -4.869, 3.773, -1.394, 2.295, -9.295, 6.93, -9.889, -1.592, -9.639, 3.109, 3.524, -9.255]",Surprised
17.09,137.57,78,0.018,0.068,"[4.676, 4.668, 4.23, -9.761, -9.469, -6.49, -4.215, 9.258, 4.307, -1.167, -7.231, -8.439, -5.806]",Bored
4.77,252.3,169,0.069,0.035,"[7.227, -3.153, -1.465, 2.668, -3.786, 4.949, 3.347, 6.119, 3.587, 0.517, 9.416, -1.608, 7.921]",Surprised
18.26,138.36,65,0.026,0.048,"[-9.384, -2.077, 7.917, -5.569, 6.12, -3.425, 9.692, 8.823, 4.891, 3.112, 5.124, 3.149, -9.777]",Bored
9.06,239.61,160,0.079,0.076,"[6.695, 2.465, 2.598, 0.231, 9.007, -6.494, 9.864, -3.558, 2.081, 8.762, -1.714, 5.48, 5.962]",Happy
13.71,156.7,63,0.089,0.031,"[3.337, -6.702, 7.672, 8.554, 2.626, 2.441, 3.227, -7.525, 2.934, 6.048, -1.916, -4.237, -3.385]",Bored
10.49,166.25,70,0.078,0.051,"[8.459, -2.884, 3.784, 0.756, -7.989, -2.654, -6.302, 8.733, -8.825, -6.518, -2.985, -5.9, 4.239]",Bored
14.84,141.1,90,0.087,0.02,"[3.396, -5.337, 8.406, -0.641, 1.654, 1.445, -0.645, 8.946, -2.835, -9.917, -2.652, 3.587, -1.583]",Calm
14.89,144.45,124,0.069,0.043,"[2.608, 8.863, -9.927, -2.96, -1.995, 5.777, -2.063, -4.457, -0.861, -2.288, 1.061, 1.376, -8.857]",Calm
9.32,158.84,94,0.065,0.034,"[-1.644, -1.896, 0.987, -2.862, 9.016, 2.718, -9.134, -9.701, -2.374, -7.371, -8.873, 5.796, -6.092]",Neutral
9.31,257.2,154,0.062,0.067,"[7.441, -8.609, 4.432, -6.644, -7.174, -5.955, -9.792, -6.623, 8.595, 3.583, -3.483, -1.719, 8.659]",Fearful
5.01,283,183,0.022,0.041,"[3.807, -2.374, 1.136, 7.2, -8.382, 1.437, -7.049, 0.211, -5.744, -1.181, 4.885, -3.792, 7.255]",Angry
14.38,136.95,84,0.066,0.082,"[-0.632, -7.914, -6.018, 4.87, 9.705, -7.728, 2.849, -1.312, -2.254, 3.933, 2.767, 1.71, -5.527]",Sad
7.77,281.56,167,0.067,0.044,"[-8.995, -4.383, 5.812, -1.519, -5.038, 1.862, -4.084, 9.647, 7.078, 7.058, 4.297, -5.397, 9.305]",Surprised
10.53,126.25,51,0.093,0.029,"[-0.45, -9.553, 7.41, 0.838, 4.502, 3.993, 8.051, -4.814, 5.615, 5.821, 2.217, 1.986, 3.798]",Bored
15.73,153.75,119,0.086,0.08,"[0.947, -4.827, 4.963, 1.369, 6.994, -7.251, 0.19, -3.302, 1.454, -1.081, 6.508, 5.699, -3.671]",Calm
11.23,174.72,96,0.062,0.012,"[5.411, 1.077, -4.58, 3.159, 8.309, 0.01, -3.942, -8.222, -9.439, -1.859, 4.669, -0.657, -3.541]",Neutral
8.69,153.12,127,0.048,0.01,"[5.467, -1.242, -4.892, -8.408, 0.901, 1.194, -8.644, 9.915, -9.074, -0.553, -8.105, 2.633, 1.511]",Neutral
11.06,228.79,191,0.031,0.03,"[-4.476, -4.161, 7.749, -5.187, -5.011, 4.645, 0.484, 6.042, 4.444, -5.749, 0.78, 6.581, 8.823]",Excited
12.95,137.55,85,0.074,0.046,"[-2.298, 4.189, -3.585, 4.548, -2.72, 9.035, -8.549, 2.007, 4.914, 8.419, 8.548, 1.077, 1.322]",Sad
